id,file_name,mos,light,color,noise,exposure,nature,content_recovery,description
s_1_G,s_1_G.png,6.67333,3.3125,3.5625,3.375,3.875,3.6875,3.8125,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the lampposts along the shore, presenting a  natural appearance."
s_1_H,s_1_H.png,6.61333,2.75,3.5625,3.6875,4.0,3.6875,3.5,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_1_I,s_1_I.png,3.61333,2.5,2.625,3.4375,2.625,2.5,2.4375,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure near the sky and lampposts along the shore, presenting a  unnatural appearance."
s_1_J,s_1_J.png,5.23333,3.5625,3.0625,3.375,2.8125,3.0625,3.1875,"The image has moderate brightness, medium color contrast, obvious noise and local exposure on the lampposts along the shor, presenting a  unnatural appearance."
s_2_A,s_2_A.png,6.6,4.0,3.5625,3.6875,3.25,3.5,3.9375,"The image has bright brightness with all elements clearly visible, medium color contrast, slight noise and local exposure conditions, presenting a  natural appearance."
s_2_B,s_2_B.png,7.31333,3.875,3.9375,3.75,4.1875,3.8125,4.125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors,  slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_2_C,s_2_C.png,6.47333,3.6875,3.5625,3.3125,3.875,3.375,3.8125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise in the forested areas and well-controlled exposure conditions, presenting a  natural appearance."
s_2_D,s_2_D.png,7.475,4.0625,4.1875,3.9375,4.25,4.0,4.375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_2_E,s_2_E.png,6.125,3.375,3.75,3.0,3.75,3.25,3.625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise near the trees and well-controlled exposure conditions, presenting a  natural appearance."
s_2_F,s_2_F.png,3.55625,3.5,3.1875,2.1875,3.3125,1.75,2.4375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_2_G,s_2_G.png,7.58125,4.0,4.25,3.9375,4.1875,3.875,4.1875,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_2_H,s_2_H.png,7.06667,3.5,3.6875,3.75,4.0,3.75,3.9375,"The image has moderate brightness, medium color contrast, obvious noise in the trees and well-controlled exposure conditions, presenting a  unnatural appearance."
s_2_I,s_2_I.png,5.42143,2.625,3.0625,3.6875,3.5,2.9375,3.1875,"The image has moderate brightness, medium color contrast, slight noise and local exposure near the mountain path, presenting a  unnatural appearance."
s_2_J,s_2_J.png,6.92,3.5,3.625,3.5625,3.8125,3.3125,3.875,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_3_A,s_3_A.png,5.86667,3.0,3.5,3.25,3.75,3.3125,3.3125,"The image has moderate brightness, medium color contrast, obvious noise in the trees and well-controlled exposure conditions, presenting a  natural appearance."
s_3_B,s_3_B.png,5.6,2.625,3.375,3.6875,3.6875,3.5,2.9375,"The image has moderate brightness, medium color contrast, severe noise on the ground and well-controlled exposure conditions, presenting a  unnatural appearance."
s_3_C,s_3_C.png,7.80667,4.0,4.125,3.6875,4.125,4.125,3.9375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_3_D,s_3_D.png,4.40667,3.4375,3.375,3.5625,1.875,2.4375,2.5625,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure in the sky obscuring the sunset colors, presenting a  unnatural appearance."
s_3_E,s_3_E.png,4.6875,3.5,3.5,2.625,3.375,2.375,3.1875,"The image has moderate brightness, medium color contrast, obvious noise on the ground and local exposure conditions, presenting a  natural appearance."
s_3_F,s_3_F.png,5.9,2.3125,3.125,3.6875,3.6875,3.5,2.9375,"The image has moderate brightness with trees and ground in shadow, medium color contrast, obvious noise and local exposure conditions, presenting a  natural appearance."
s_3_G,s_3_G.png,5.28,2.5,3.1875,2.6875,3.6875,3.125,2.8125,"The image has moderate brightness, medium color contrast, obvious noise on the hot air balloons and ground and local exposure conditions, presenting a  natural appearance."
s_3_H,s_3_H.png,5.32667,3.5,3.375,2.75,2.9375,2.9375,3.0625,"The image has moderate brightness, medium color contrast, obvious noise in the sky and local exposure conditions, presenting a  natural appearance."
s_3_I,s_3_I.png,3.94375,3.25,3.4375,3.375,1.875,2.25,2.4375,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure in the sky, presenting a  unnatural appearance."
s_3_J,s_3_J.png,6.17333,3.0,3.625,3.6875,3.8125,3.625,3.4375,"The image has moderate brightness, medium color contrast, obvious noise on the ground and well-controlled exposure conditions, presenting a  natural appearance."
s_5_A,s_5_A.png,2.16667,3.8125,2.8125,1.8125,2.4375,1.375,2.375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_5_B,s_5_B.png,3.25625,3.6875,2.6875,3.25,1.625,2.0,2.625,"The image has bright brightness with all elements clearly visible, medium color contrast with an overall washed-out tone, obvious noise on the buildings and Severe exposure on the lamps, presenting a  unnatural appearance."
s_5_C,s_5_C.png,7.125,3.75,4.0,4.125,4.0,4.0,4.0625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_5_D,s_5_D.png,5.1125,3.625,3.25,2.5,3.6875,2.875,3.3125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise on the buildings and well-controlled exposure conditions, presenting a  natural appearance."
s_5_E,s_5_E.png,6.5125,3.3125,3.6875,3.9375,3.75,3.625,3.5625,"The image has moderate brightness, medium color contrast,the colors of the mountains and sky looking particularly unreal, severe noise around the image and Severe exposure conditions, presenting a  unnatural appearance."
s_5_F,s_5_F.png,8.08,4.125,4.0625,4.125,4.1875,4.125,4.25,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_5_G,s_5_G.png,7.8,4.3125,4.125,3.3125,4.125,3.9375,4.3125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors,  slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_5_H,s_5_H.png,2.625,3.5,2.6875,3.0625,1.1875,1.75,2.25,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise and Severe exposure in the sky obscuring the original scenery completely, presenting a  unnatural appearance."
s_5_I,s_5_I.png,7.3,3.13333,3.75,3.875,4.0,4.0,3.8125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_5_J,s_5_J.png,7.17857,3.53333,3.6,3.13333,4.13333,3.86667,3.86667,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_6_A,s_6_A.png,3.39333,3.75,2.875,2.0,2.375,2.1875,2.8125,"The image has moderate brightness, medium color contrast, severe noise in the sky and Severe exposure conditions with the sun causing glare, presenting a  unnatural appearance."
s_6_B,s_6_B.png,4.5125,3.5625,3.125,3.125,2.3125,2.9375,3.0625,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure conditions near the sun, presenting a  unnatural appearance."
s_6_C,s_6_C.png,5.37333,3.5,3.1875,2.75,3.5,3.0,3.4375,"The image has moderate brightness, medium color contrast, obvious noise on the two mountains on the left sideand local exposure conditions, presenting a  unnatural appearance."
s_6_D,s_6_D.png,2.08667,3.5,2.5625,2.625,1.4375,1.5625,1.93333,"The image has moderate brightness, medium color contrast,veiled with a white haze, obvious noise on the mountain and Severe exposure behind the river obscuring details, presenting a  unnatural appearance."
s_6_E,s_6_E.png,5.2125,2.4375,3.25,3.0625,3.6875,3.125,3.0,"The image has dim brightness,the two mountains on the left are in shadow and not very distinct, medium color contrast, obvious noise and local exposure conditions, presenting a  natural appearance."
s_6_F,s_6_F.png,2.2875,3.375,2.375,2.875,1.1875,1.75,1.875,"The image has moderate brightness, medium color contrast, obvious noise on the mountain and Severe exposure conditions behind the river, obscuring the original scene entirely, presenting a  unnatural appearance."
s_6_G,s_6_G.png,4.54,3.25,2.875,3.1875,2.6875,2.875,3.0625,"The image has moderate brightness, medium color contrast, severe noise around the image and Severe exposure conditions near the sun, presenting a  unnatural appearance."
s_6_H,s_6_H.png,2.08,3.5625,2.9375,2.0,2.0,1.3125,2.25,"The image has moderate brightness, medium color contrast, obvious noise in the sky and the mountain and Severe exposure near the sun, presenting a  unnatural appearance."
s_6_I,s_6_I.png,5.88667,3.5,3.625,2.75,3.625,3.3125,3.4375,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure conditions, presenting a  natural appearance."
s_6_J,s_6_J.png,5.5,3.75,3.375,2.9375,3.4375,3.1875,3.375,"The image has bright brightness with all elements clearly visible, medium color contrast, slight noise and local exposure conditions, presenting a  natural appearance."
s_7_A,s_7_A.png,2.19375,3.375,2.625,2.4375,1.25,1.5,1.9375,"The image has moderate brightness, medium color contrast, severe noise on the leaves and Severe exposure conditions in the sky and buildings, obscuring the original scene completely, presenting a  unnatural appearance."
s_7_B,s_7_B.png,6.66,3.0,3.75,3.8125,4.0,3.5625,3.4375,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_7_C,s_7_C.png,6.53125,4.1875,3.9375,3.4375,3.625,3.5,3.8125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_7_D,s_7_D.png,7.61333,4.3125,4.25,3.125,4.0625,3.9375,4.0625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
s_7_E,s_7_E.png,6.19333,3.625,3.5,3.5625,3.5625,3.375,3.5625,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, slight noise on the power lines and well-controlled exposure conditions on the building to the right, presenting a  natural appearance."
s_7_F,s_7_F.png,6.2375,3.6875,3.75,3.125,3.6875,3.375,3.8125,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, obvious noise in the sky and well-controlled exposure conditions, presenting a  natural appearance."
s_7_G,s_7_G.png,7.2,4.0,4.0,3.75,3.75,3.75,3.75,"The image has bright brightness with all elements clearly visible, high color contrast with harmonious colors, severe noise in the power lines and sky and local exposure conditions, presenting a  natural appearance."
